discounted_reward,final_state_type,i_run,n_steps,policy_key,undiscounted_reward
-2.975295015601584,success,19,100,MostLikelyStateController,-0.4999999999999982
3.420432966265566,success,20,39,DESPOT_defaultPolicy,5.9
2.7159481531679646,success,20,43,DESPOT_analyticBounds,5.3000000000000025
-1.706136553053014,success,20,84,POMCPOW_rolloutEstimate,1.1000000000000014
1.6406721181913726,success,20,53,POMCPOW_analyticValueEstimate,4.500000000000001
-2.5922933465477684,success,20,97,MostLikelyStateController,5329070518200751e-30
-0.7554710174037815,success,21,74,DESPOT_defaultPolicy,2.200000000000003
-1.3859045744308052,success,21,79,DESPOT_analyticBounds,1.5000000000000036
-9.69308013020548,nonterminal,21,300,POMCPOW_rolloutEstimate,-30.300000000000022
-2.7488061955896765,success,21,97,POMCPOW_analyticValueEstimate,-0.19999999999999396
0.2625490996049633,success,21,64,MostLikelyStateController,3.2000000000000046
-10.314200367116047,failure,22,100,DESPOT_defaultPolicy,-20.4
-4.908807705960836,success,22,125,DESPOT_analyticBounds,-3.5999999999999943
-1.8315524386744126,success,22,87,POMCPOW_rolloutEstimate,1.0000000000000018
-1.6193972489911594,success,22,84,POMCPOW_analyticValueEstimate,1.200000000000001
4.121530720019974,success,22,34,MostLikelyStateController,6.400000000000001
-4.235437179947883,success,23,120,DESPOT_defaultPolicy,-2.399999999999997
-2.9560899501731193,success,23,99,DESPOT_analyticBounds,-0.5
-0.14258557077342982,success,23,69,POMCPOW_rolloutEstimate,2.8000000000000007
-4.697164922312495,success,23,125,POMCPOW_analyticValueEstimate,-3.299999999999997
1.019087359967334,success,23,58,MostLikelyStateController,3.900000000000002
8.82960298802,success,24,6,DESPOT_defaultPolicy,9.3
-2.225827732959929,success,24,88,DESPOT_analyticBounds,0.5000000000000018
8.82960298802,success,24,6,POMCPOW_rolloutEstimate,9.3
8.270344949672817,success,24,9,POMCPOW_analyticValueEstimate,9
8.82960298802,success,24,6,MostLikelyStateController,9.3
-1.7045939826152825,success,25,85,DESPOT_defaultPolicy,1.1000000000000014
1.6001658314070921,success,25,52,DESPOT_analyticBounds,4.4
-1.1000344962718582,success,25,78,POMCPOW_rolloutEstimate,1.8000000000000043
-2.8031951465540677,success,25,98,POMCPOW_analyticValueEstimate,-0.29999999999999805
-9.815321483294925,nonterminal,25,300,MostLikelyStateController,-30.400000000000023
-10.196019999999999,failure,26,3,DESPOT_defaultPolicy,-10.399999999999999
9.019800998000001,success,26,5,DESPOT_analyticBounds,9.4
8.641306958139799,success,26,7,POMCPOW_rolloutEstimate,9.200000000000001
8.454893888558402,success,26,8,POMCPOW_analyticValueEstimate,9.100000000000001
9.2119202,success,26,4,MostLikelyStateController,9.5
-10.182703449496726,failure,27,10,DESPOT_defaultPolicy,-11.1
9.8,success,27,1,DESPOT_analyticBounds,9.8
9.602,success,27,2,POMCPOW_rolloutEstimate,9.700000000000001
9.8,success,27,1,POMCPOW_analyticValueEstimate,9.8
9.602,success,27,2,MostLikelyStateController,9.700000000000001
-9.762440449150946,nonterminal,28,300,DESPOT_defaultPolicy,-30.300000000000022
-2.5717360222170083,success,28,94,DESPOT_analyticBounds,3552713678800501e-30
-9.76490076826371,nonterminal,28,300,POMCPOW_rolloutEstimate,-30.300000000000022
-6.335232688468844,success,28,162,POMCPOW_analyticValueEstimate,-6.8
-4.806870223360431,success,28,128,MostLikelyStateController,-3.399999999999995
4.8565673053550285,success,29,29,DESPOT_defaultPolicy,6.9
-10.196019999999999,failure,29,3,DESPOT_analyticBounds,-10.399999999999999
-10.196019999999999,failure,29,3,POMCPOW_rolloutEstimate,-10.399999999999999
-10.196019999999999,failure,29,3,POMCPOW_analyticValueEstimate,-10.399999999999999
-10.196019999999999,failure,29,3,MostLikelyStateController,-10.399999999999999
-1.734868294738444,success,30,85,DESPOT_defaultPolicy,1.1000000000000014
-3.775040359879365,success,30,110,DESPOT_analyticBounds,-1.599999999999996
-5.6752453991201435,success,30,145,POMCPOW_rolloutEstimate,-5.199999999999992
-3.7360375877068477,success,30,112,POMCPOW_analyticValueEstimate,-1.599999999999996
-3.7771702998960444,success,30,112,MostLikelyStateController,-1.6999999999999957
-3.6975004256388,success,31,113,DESPOT_defaultPolicy,-1.5999999999999943
-0.3384535809157816,success,31,69,DESPOT_analyticBounds,2.6000000000000014
-9.898294927558274,nonterminal,31,300,POMCPOW_rolloutEstimate,-30.50000000000002
-3.046627903074722,success,31,102,POMCPOW_analyticValueEstimate,-0.5999999999999996
0.07378241280228615,success,31,66,MostLikelyStateController,3.0000000000000004
-9.666721437347567,nonterminal,32,300,DESPOT_defaultPolicy,-30.200000000000024
-5.152803779875767,success,32,135,DESPOT_analyticBounds,-4.099999999999998
-8.331833297326643,success,32,239,POMCPOW_rolloutEstimate,-14.20000000000002
9.019800998000001,success,32,5,POMCPOW_analyticValueEstimate,9.4
3.8422585255273454,success,32,36,MostLikelyStateController,6.200000000000001
5.148066465582674,success,33,27,DESPOT_defaultPolicy,7.1
-2.2764105699451274,success,33,93,DESPOT_analyticBounds,0.4000000000000039
-1.4567741487100632,success,33,83,POMCPOW_rolloutEstimate,1.4000000000000004
-4.3809217256438195,success,33,124,POMCPOW_analyticValueEstimate,-2.6999999999999957
-2.3835667244252465,success,33,93,MostLikelyStateController,0.30000000000000426
4.907511162795755,success,34,28,DESPOT_defaultPolicy,6.9
-4.462126182783706,success,34,120,DESPOT_analyticBounds,-2.6999999999999975
2.9556597551790444,success,34,42,POMCPOW_rolloutEstimate,5.500000000000001
4.859147567293534,success,34,29,POMCPOW_analyticValueEstimate,6.9
0.7605159854316712,success,34,60,MostLikelyStateController,3.7000000000000037
3.750892932627108,success,35,36,DESPOT_defaultPolicy,6.100000000000001
-6.22161235394328,success,35,155,DESPOT_analyticBounds,-6.399999999999999
-9.77226234545132,nonterminal,35,300,POMCPOW_rolloutEstimate,-30.400000000000023
-5.1290162119422344,success,35,134,POMCPOW_analyticValueEstimate,-3.9999999999999964
4.546067393087952,success,35,31,MostLikelyStateController,6.699999999999999
-9.14060104992708,success,36,291,DESPOT_defaultPolicy,-19.700000000000006
1.2080830190400489,success,36,56,DESPOT_analyticBounds,4
-7.430643757582036,success,36,194,POMCPOW_rolloutEstimate,-10.1
-5.928858500254437,success,36,151,POMCPOW_analyticValueEstimate,-5.799999999999995
-9.603739074227242,nonterminal,36,300,MostLikelyStateController,-30.100000000000023
4.354610651965501,success,37,33,DESPOT_defaultPolicy,6.6
-6.6007881823365215,success,37,165,DESPOT_analyticBounds,-7.400000000000002
-1.9643507446649986,success,37,88,POMCPOW_rolloutEstimate,0.8000000000000025
-5.096027131844286,success,37,135,POMCPOW_analyticValueEstimate,-3.9999999999999964
-7.0888713804638925,success,37,183,MostLikelyStateController,-9.100000000000005
6.9330958208975115,success,38,16,DESPOT_defaultPolicy,8.2
8.545247357139798,success,38,7,DESPOT_analyticBounds,9.100000000000001
8.82960298802,success,38,6,POMCPOW_rolloutEstimate,9.3
5.936552189780918,success,38,22,POMCPOW_analyticValueEstimate,7.6000000000000005
-9.689102036432152,nonterminal,38,300,MostLikelyStateController,-30.200000000000024
-0.7630792042269103,success,39,75,DESPOT_defaultPolicy,2.200000000000003
-4.734944660838986,success,39,123,DESPOT_analyticBounds,-3.0999999999999943
-6.920543944796996,success,39,179,POMCPOW_rolloutEstimate,-8.399999999999999
-1.5363055627716466,success,39,81,POMCPOW_analyticValueEstimate,1.3000000000000043
-9.857285946477376,nonterminal,39,300,MostLikelyStateController,-30.600000000000023
-2.7083107673840616,success,40,98,DESPOT_defaultPolicy,-0.1999999999999993
2.7720689827404628,success,40,44,DESPOT_analyticBounds,5.400000000000002
-3.121070560187617,success,40,102,POMCPOW_rolloutEstimate,-0.6999999999999993
-1.4910902558797439,success,40,82,POMCPOW_analyticValueEstimate,1.2999999999999998
-4.3330289162091615,success,40,123,MostLikelyStateController,-2.6999999999999957
-9.585062988007504,nonterminal,41,300,DESPOT_defaultPolicy,-30.100000000000023
-2.8714798640633754,success,41,96,DESPOT_analyticBounds,-0.49999999999999467
-4.284758091977336,success,41,115,POMCPOW_rolloutEstimate,-2.4999999999999964
-3.3211656642906364,success,41,106,POMCPOW_analyticValueEstimate,-0.9999999999999982
0.3274490246417683,success,41,65,MostLikelyStateController,3.300000000000005
-9.798026231663899,nonterminal,42,300,DESPOT_defaultPolicy,-30.50000000000002
-1.2919982002568906,success,42,80,DESPOT_analyticBounds,1.600000000000005
-2.201941744410002,success,42,91,POMCPOW_rolloutEstimate,0.5000000000000053
-2.8263511153429377,success,42,99,POMCPOW_analyticValueEstimate,-0.3000000000000007
-9.763681744983534,nonterminal,42,300,MostLikelyStateController,-30.300000000000022
0.9667949619708098,success,43,59,DESPOT_defaultPolicy,3.900000000000003
-2.4206932187291055,success,43,93,DESPOT_analyticBounds,0.20000000000000284
-3.1161187669756645,success,43,103,POMCPOW_rolloutEstimate,-0.6999999999999993
-5.712721279729119,success,43,146,POMCPOW_analyticValueEstimate,-5.199999999999998
-0.25224410619827786,success,43,70,MostLikelyStateController,2.700000000000001
-9.587403769235706,nonterminal,44,300,DESPOT_defaultPolicy,-30.20000000000002
-2.949544186478951,success,44,99,DESPOT_analyticBounds,-0.5
-7.497938040158986,success,44,201,POMCPOW_rolloutEstimate,-10.40000000000001
-2.464349582338773,success,44,95,POMCPOW_analyticValueEstimate,0.20000000000000462
-2.6035733984811817,success,44,97,MostLikelyStateController,5329070518200751e-30
0.5787444316791053,success,45,62,DESPOT_defaultPolicy,3.5000000000000036
-9.131934188542452,success,45,260,DESPOT_analyticBounds,-17.500000000000007
-9.683947723134729,nonterminal,45,300,POMCPOW_rolloutEstimate,-30.300000000000026
-3.862583730507059,success,45,114,POMCPOW_analyticValueEstimate,-1.799999999999998
-9.603739074227242,nonterminal,45,300,MostLikelyStateController,-30.100000000000023
8.270344949672817,success,46,9,DESPOT_defaultPolicy,9
8.270344949672817,success,46,9,DESPOT_analyticBounds,9
8.087641500176089,success,46,10,POMCPOW_rolloutEstimate,8.9
-4.007593645598066,success,46,115,POMCPOW_analyticValueEstimate,-2
-9.676027931043281,nonterminal,46,300,MostLikelyStateController,-30.200000000000024
-1.6718712704341883,success,47,84,DESPOT_defaultPolicy,1.0999999999999996
-5.105580200442242,success,47,131,DESPOT_analyticBounds,-3.9999999999999982
4.263258927217137,success,47,33,POMCPOW_rolloutEstimate,6.5
-2.6459388189248463,success,47,95,POMCPOW_analyticValueEstimate,-0.09999999999999432
-10.336469763916478,failure,47,106,MostLikelyStateController,-21.099999999999994
4.121530720019974,success,48,34,DESPOT_defaultPolicy,6.400000000000001
-7.331137518996826,success,48,186,DESPOT_analyticBounds,-9.600000000000009
4.758883627092864,success,48,29,POMCPOW_rolloutEstimate,6.8
3.0190363965427762,success,48,42,POMCPOW_analyticValueEstimate,5.600000000000001
-10.220112741180742,failure,48,47,MostLikelyStateController,-14.899999999999997
-1.1002777560017218,success,49,78,DESPOT_defaultPolicy,1.8000000000000043
-0.5342481667141588,success,49,72,DESPOT_analyticBounds,2.400000000000002
-9.762534082567479,nonterminal,49,300,POMCPOW_rolloutEstimate,-30.300000000000026
-5.5462250562665645,success,49,144,POMCPOW_analyticValueEstimate,-4.899999999999993
-2.649035969513031,success,49,95,MostLikelyStateController,-0.09999999999999432
-10.188296029880199,failure,50,7,DESPOT_defaultPolicy,-10.799999999999999
5.939405255990219,success,50,22,DESPOT_analyticBounds,7.6000000000000005
9.405980000000001,success,50,3,POMCPOW_rolloutEstimate,9.600000000000001
9.019800998000001,success,50,5,POMCPOW_analyticValueEstimate,9.4
-10.188296029880199,failure,50,7,MostLikelyStateController,-10.799999999999999
-6.920651793620912,success,51,180,DESPOT_defaultPolicy,-8.5
-10.236687564955053,failure,51,76,DESPOT_analyticBounds,-17.9
0.600306498440327,success,51,61,POMCPOW_rolloutEstimate,3.5000000000000036
-6.549167179034038,success,51,170,POMCPOW_analyticValueEstimate,-7.400000000000009
-9.715699212102662,nonterminal,51,300,MostLikelyStateController,-30.400000000000023
-9.708180897966784,nonterminal,52,300,DESPOT_defaultPolicy,-30.300000000000022
6.078926381689789,success,52,20,DESPOT_analyticBounds,7.6000000000000005
5.5231246086434975,success,52,24,POMCPOW_rolloutEstimate,7.300000000000001
-3.5454281722622114,success,52,108,POMCPOW_analyticValueEstimate,-1.2999999999999954
-10.266902752290013,failure,52,19,MostLikelyStateController,-12.1
-3.155123482305826,success,53,103,DESPOT_defaultPolicy,-0.7999999999999989
-2.7579896938023696,success,53,96,DESPOT_analyticBounds,-0.19999999999999574
-2.6591180786226514,success,53,97,POMCPOW_rolloutEstimate,-0.09999999999999432
0.045919939356969586,success,53,67,POMCPOW_analyticValueEstimate,3
-9.593885378625533,nonterminal,53,300,MostLikelyStateController,-30.100000000000023
-1.8021629999457787,success,54,86,DESPOT_defaultPolicy,1.0000000000000018
-3.147160926742485,success,54,101,DESPOT_analyticBounds,-0.6999999999999975
-7.30808633654505,success,54,191,POMCPOW_rolloutEstimate,-9.500000000000014
-4.53021697955567,success,54,129,POMCPOW_analyticValueEstimate,-2.999999999999993
-10.26810732752082,failure,54,53,MostLikelyStateController,-15.599999999999998
-2.599838898374487,success,55,96,DESPOT_defaultPolicy,5329070518200751e-30
-6.696652770189233,success,55,166,DESPOT_analyticBounds,-7.5000000000000036
-10.328360281815524,failure,55,64,POMCPOW_rolloutEstimate,-16.799999999999997
-1.2873973899695335,success,55,80,POMCPOW_analyticValueEstimate,1.600000000000005
-4.587523399460596,success,55,123,MostLikelyStateController,-3.099999999999996
8.087641500176089,success,56,10,DESPOT_defaultPolicy,8.9
-5.992534392394253,success,56,149,DESPOT_analyticBounds,-5.799999999999997
8.270344949672817,success,56,9,POMCPOW_rolloutEstimate,9
8.087641500176089,success,56,10,POMCPOW_analyticValueEstimate,8.9
5.163402910797066,success,56,27,MostLikelyStateController,7.1
4.696977567765607,success,57,30,DESPOT_defaultPolicy,6.8
2.46715294984493,success,57,45,DESPOT_analyticBounds,5.100000000000003
4.45676302364516,success,57,31,POMCPOW_rolloutEstimate,6.6
-1.2721729990071795,success,57,80,POMCPOW_analyticValueEstimate,1.600000000000005
-9.651141236488186,nonterminal,57,300,MostLikelyStateController,-30.200000000000024
-0.6334129917065772,success,58,73,DESPOT_defaultPolicy,2.3000000000000025
-2.37550315765614,success,58,92,DESPOT_analyticBounds,0.30000000000000426
-4.149522608819854,success,58,117,POMCPOW_rolloutEstimate,-2.299999999999999
0.8948970863995944,success,58,59,POMCPOW_analyticValueEstimate,3.8000000000000034
-4.33248874926111,success,58,120,MostLikelyStateController,-2.599999999999996
0.06051851548295062,success,59,66,DESPOT_defaultPolicy,3.0000000000000004
-7.365139053141757,success,59,181,DESPOT_analyticBounds,-9.300000000000004
-2.6201729359868686,success,59,94,POMCPOW_rolloutEstimate,-0.09999999999999609
-4.061030849887738,success,59,117,POMCPOW_analyticValueEstimate,-2.1999999999999993
-10.287326797548051,failure,59,91,MostLikelyStateController,-19.499999999999996
-9.684588287837565,nonterminal,60,300,DESPOT_defaultPolicy,-30.200000000000024
-2.0168745442351534,success,60,85,DESPOT_analyticBounds,0.6000000000000014
-1.0886522699525472,success,60,78,POMCPOW_rolloutEstimate,1.8000000000000043
-1.1827395890095804,success,60,78,POMCPOW_analyticValueEstimate,1.7000000000000046
-9.608591059287141,nonterminal,60,300,MostLikelyStateController,-30.100000000000023
-10.196019999999999,failure,61,3,DESPOT_defaultPolicy,-10.399999999999999
-10.196019999999999,failure,61,3,DESPOT_analyticBounds,-10.399999999999999
-10.196019999999999,failure,61,3,POMCPOW_rolloutEstimate,-10.399999999999999
-10.196019999999999,failure,61,3,POMCPOW_analyticValueEstimate,-10.399999999999999
-10.194059799999998,failure,61,4,MostLikelyStateController,-10.5
-10.192119201999997,failure,62,5,DESPOT_defaultPolicy,-10.6
-10.190198009979998,failure,62,6,DESPOT_analyticBounds,-10.7
9.019800998000001,success,62,5,POMCPOW_rolloutEstimate,9.4
-4.0661427293314505,success,62,117,POMCPOW_analyticValueEstimate,-2.099999999999998
-2.2648660494923027,success,62,93,MostLikelyStateController,0.4000000000000057
-0.16540949370601776,success,63,69,DESPOT_defaultPolicy,2.8000000000000007
-6.637448426713704,success,63,164,DESPOT_analyticBounds,-7.5
-5.074427022866393,success,63,134,POMCPOW_rolloutEstimate,-3.899999999999997
-5.270400075171782,success,63,139,POMCPOW_analyticValueEstimate,-4.399999999999995
-9.600942784035505,nonterminal,63,300,MostLikelyStateController,-30.100000000000023
-9.646862551561611,nonterminal,64,300,DESPOT_defaultPolicy,-30.200000000000024
0.08191831168778929,success,64,65,DESPOT_analyticBounds,3.0000000000000053
-5.93874643350869,success,64,157,POMCPOW_rolloutEstimate,-5.899999999999995
-1.7195741611259656,success,64,86,POMCPOW_analyticValueEstimate,1.1000000000000014
-4.6766967187925665,success,64,128,MostLikelyStateController,-3.199999999999994
-9.807383284384688,nonterminal,65,300,DESPOT_defaultPolicy,-30.50000000000002
-7.060912551696561,success,65,174,DESPOT_analyticBounds,-8.50000000000001
-6.222938785581825,success,65,154,POMCPOW_rolloutEstimate,-6.399999999999999
-3.5716947045926593,success,65,107,POMCPOW_analyticValueEstimate,-1.399999999999995
-4.199349128054836,success,65,119,MostLikelyStateController,-2.3999999999999986
-3.795842712480432,success,66,112,DESPOT_defaultPolicy,-1.7999999999999936
-4.253260116863778,success,66,119,DESPOT_analyticBounds,-2.4999999999999964
2.2963285762111787,success,66,47,POMCPOW_rolloutEstimate,5.0000000000000036
-1.3832090380815973,success,66,82,POMCPOW_analyticValueEstimate,1.5
-9.792697415651556,nonterminal,66,300,MostLikelyStateController,-30.400000000000023
-10.197999999999999,failure,67,2,DESPOT_defaultPolicy,-10.299999999999999
9.405980000000001,success,67,3,DESPOT_analyticBounds,9.600000000000001
9.019800998000001,success,67,5,POMCPOW_rolloutEstimate,9.4
9.405980000000001,success,67,3,POMCPOW_analyticValueEstimate,9.600000000000001
9.2119202,success,67,4,MostLikelyStateController,9.5
2.754222041694367,success,68,44,DESPOT_defaultPolicy,5.400000000000002
-1.3561982489795152,success,68,82,DESPOT_analyticBounds,1.5
-1.7279546457429813,success,68,86,POMCPOW_rolloutEstimate,1.1000000000000014
-5.486036013800163,success,68,140,POMCPOW_analyticValueEstimate,-4.699999999999994
-1.7204824645636982,success,68,85,MostLikelyStateController,1.1000000000000014
3.306937137797824,success,69,40,DESPOT_defaultPolicy,5.800000000000001
0.41479949276940786,success,69,61,DESPOT_analyticBounds,3.3000000000000043
-1.9000167928385787,success,69,86,POMCPOW_rolloutEstimate,0.9000000000000004
-0.7075182905187889,success,69,73,POMCPOW_analyticValueEstimate,2.200000000000003
-9.60279759407784,nonterminal,69,300,MostLikelyStateController,-30.100000000000023
-1.1751882382724155,success,70,78,DESPOT_defaultPolicy,1.7000000000000046
-5.12165406591677,success,70,132,DESPOT_analyticBounds,-3.899999999999997
-9.731425352822335,nonterminal,70,300,POMCPOW_rolloutEstimate,-30.300000000000026
-3.1103046030041943,success,70,103,POMCPOW_analyticValueEstimate,-0.6999999999999975
-1.4784663876907684,success,70,83,MostLikelyStateController,1.4000000000000021
-1.1224543232785678,success,71,78,DESPOT_defaultPolicy,1.8000000000000043
-0.5364915171651887,success,71,71,DESPOT_analyticBounds,2.400000000000002
-9.698229546458755,nonterminal,71,300,POMCPOW_rolloutEstimate,-30.200000000000024
-1.6149324862863956,success,71,81,POMCPOW_analyticValueEstimate,1.2000000000000046
0.007440455548521463,success,71,67,MostLikelyStateController,3
-9.76148765055715,nonterminal,72,300,DESPOT_defaultPolicy,-30.300000000000026
-4.522204919066757,success,72,121,DESPOT_analyticBounds,-2.899999999999997
-2.2297092897918356,success,72,89,POMCPOW_rolloutEstimate,0.5000000000000018
-6.169725123202459,success,72,156,POMCPOW_analyticValueEstimate,-6.199999999999994
-9.69176673639663,nonterminal,72,300,MostLikelyStateController,-30.20000000000002
0.6697744434801098,success,73,61,DESPOT_defaultPolicy,3.600000000000004
1.4119959945485752,success,73,55,DESPOT_analyticBounds,4.300000000000002
-2.9040984771133127,success,73,100,POMCPOW_rolloutEstimate,-0.3999999999999986
-3.4074980597542703,success,73,106,POMCPOW_analyticValueEstimate,-1.1999999999999975
-9.606620959287142,nonterminal,73,300,MostLikelyStateController,-30.100000000000023
-2.957085323212344,success,74,99,DESPOT_defaultPolicy,-0.5
-5.5141778071606975,success,74,137,DESPOT_analyticBounds,-4.599999999999994
-3.544292237406352,success,74,106,POMCPOW_rolloutEstimate,-1.2999999999999954
